SMILES,BBB_Martins,PPBR_AZ,VDss_Lombardo
CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,1.0,,
CCC1(c2ccccc2)OCC(C2CCCCN2)O1,1.0,,
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,1.0,,
CN(C)CCCn1c(=O)c2ccccc2c2ccccc21,1.0,,
O=C1CC[C@H](C(=O)N2CCCCC2)N1,1.0,,
CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,1.0,,
COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1,1.0,,
O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1,1.0,,
CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,1.0,,
CCNC1C2CCC(C2)C1c1ccccc1,1.0,,
CCCCN/C(=C1/C=C(Cl)C=CC1=O)c1ccccc1Cl,1.0,,
c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1,1.0,,
CCC1C(=O)NC(=O)C1(C)c1ccccc1,1.0,,
Clc1ccc(OCC2=NCCN2)cc1Cl,1.0,,
CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,1.0,,
CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,1.0,,
Cn1nc(-c2cccnc2)nc1-c1ccccc1CO,1.0,,
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1.0,,
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,1.0,,
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1.0,,
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1.0,,
CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)C(Cl)CC3(C)[C@]2(C(=O)CO)O1,1.0,,
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1.0,,
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,,
Cc1cc2c(s1)=Nc1ccc(F)cc1NC=2N1CCN(C)CC1,1.0,,
COC(OC)C(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1.0,,
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1.0,,
CCS(=O)(=O)c1ccc(F)cc1,1.0,,
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,,
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.0,,
CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,,
NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,1.0,,
O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO,1.0,,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,1.0,,
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,,
CC(C)n1c(/C=C/[C@@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,1.0,,
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,1.0,,
CNC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1,1.0,,
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,1.0,,
CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1.0,,
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,1.0,,
C[C@@H]1O[C@@H]1P(=O)(O)O,1.0,,
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,1.0,,
CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,,
O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1.0,,
O=C1OCCC1C1(O)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,,
C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,1.0,,
COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,1.0,,
CCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2(C)C,1.0,,
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1.[Cl-].[H+],1.0,,
Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3,1.0,,
COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2,1.0,,
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,1.0,,
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](F)C[C@]2(C)[C@H]1C(=O)CO,1.0,,
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1.0,,
O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1,1.0,,
CCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5,1.0,,
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,,
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O.O,1.0,,
CCCCC(=O)O[C@]1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1.0,,
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1,1.0,,
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,1.0,,
Cc1cccc(O[C@H]2CCNC[C@H]2O)c1C,1.0,,
O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,1.0,,
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,1.0,,
CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)C1=O,1.0,,
CN(C)CCN1CCN(c2cccc(Cl)c2)C1=O,1.0,,
C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,1.0,,
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.[Cl-].[H+],1.0,,
C1=Cc2cccc(OCC3CNCCO3)c2C1,1.0,,
CC(C)NNC(=O)COc1ccc(Cl)cc1,1.0,,
CSc1c(Cl)nc(NC(C)C)nc1N1CCN(C)CC1,1.0,,
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1.[Cl-].[H+],1.0,,
Cc1cc(C(=O)NNCc2ccccc2)no1,1.0,,
CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1.0,,
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,,
CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)C4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1,1.0,,
CC1[C@H]2C(=O)c3ccc(O)cc3[C@]1(C)CCN2CC1CC1,1.0,,
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,1.0,,
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1.0,,
Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1,1.0,,
O=C(CN1CCC23CCCCC2C1Cc1ccc(O)cc13)c1ccccc1,1.0,,
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1.0,,
CCC(=O)N(c1ccccc1)[C@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@@H]1C,1.0,,
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1.[Cl-].[H+],1.0,,
O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=NC1O,1.0,,
CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,1.0,,
FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@@H]43)CC2)c1,1.0,,
CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl.O,1.0,,
CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1.0,,
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,1.0,,
CN1c2cc(F)ccc2C(c2ccccc2)=NCC1CNC(=O)c1ccoc1,1.0,,
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,1.0,,
CC(NN)c1ccccc1,1.0,,
CCC(C)C(C)(COC(N)=O)COC(N)=O,1.0,,
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1.0,,
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,1.0,,
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1.0,,
CC12CC3CC(C)(C1)CC(N)(C3)C2,1.0,,
COc1ccccc1OCC1CNC(=O)O1,1.0,,
CC(=O)Nc1cccc(O)c1,1.0,,
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,,
Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2,1.0,,
COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC,1.0,,
COc1ccc2c(c1)C(N1CCN(C)CC1)=Cc1ccccc1O2,1.0,,
COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,1.0,,
CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,1.0,,
CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1,1.0,,
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1.0,,
CCCCCNCC(N)=O,1.0,,
CO/N=C/C1=CCCN(C)C1,1.0,,
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,1.0,,
CN1[C@H]2CC[C@@H]1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,1.0,,
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1.0,,
CNCCCN1c2ccccc2C(C)(C)c2ccccc21,1.0,,
COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1.0,,
CNC(=O)O[C@H]1OC(=O)[C@]2(C)[C@@H]3C=C[C@@H](C3)[C@H]12,1.0,,
CC1=CC(=C2C=CC(=O)C=C2)NN=C1NCCN1CCOCC1,1.0,,
CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(OCc5ccccc5)c5c4[C@@]2(CCN3C)[C@H]1O5,1.0,,
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,1.0,,
O=C(Cn1ccnc1)c1ccc2ccccc2c1,1.0,,
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1Cc3ccccc3C[C@]12C(=O)CO.O,1.0,,
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,1.0,,
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1.0,,
CC(C)=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1.0,,
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,1.0,,
O=c1[nH]c2ccccc2n1C1CCN(CCCc2noc3cc(F)ccc23)CC1,1.0,,
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,1.0,,
C/C=C\C1O[C@]2(C(=O)COC(=O)c3ccncc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C,1.0,,
O=C(c1cccnc1)N1CCOCC1,1.0,,
NC(=O)c1cccnc1,1.0,,
CCN(CC)C(=O)c1cccnc1,1.0,,
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1.0,,
CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C,1.0,,
N=C(N)c1ccc(-c2ccccc2[N+](=O)[O-])o1,1.0,,
C#C[C@]1(O)CC[C@H]2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)[C@H]3CCC21C,1.0,,
CCCCCCCCCNc1ncnc2[nH]ccc12,1.0,,
FCC(F)(F)F,1.0,,
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,1.0,,
CN(C)CCON=C1c2ccccc2CCc2ccccc21,1.0,,
Clc1ccc2c(c1)/C(=C/C1CN3CCC1CC3)c1ccccc1S2,1.0,,
Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,1.0,,
O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,1.0,,
CCCCCCC(C)NN,1.0,,
O=C(CN1CC[C@H](c2ccc(F)cc2)[C@@H](COc2ccc3c(c2)OCO3)C1)c1ccc(F)cc1,1.0,,
CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,1.0,,
NC(=O)CN1CC(O)CC1=O,1.0,,
COC(=O)[C@@]1(O)CC[C@H]2C3CCC(=O)C4C(=O)C=CC4(C)[C@H]3C(O)CC21C,1.0,,
CN(C)C(=O)COC1c2ccccc2CCc2ccccc21,1.0,,
CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,1.0,,
CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21,1.0,,
Nc1cc(OCC2CC2)c(C(=O)NC2CN3CCC2CC3)cc1Cl,1.0,,
CC1OC(C)OC(C)O1,1.0,,
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,,
C#CCN(C)Cc1ccccc1,1.0,,
O=C(CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1)N1CCC2(CC1)OCCO2,1.0,,
CC(OC(N)=O)C(C)C(C)OC(N)=O,1.0,,
CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1,1.0,,
c1ccc(-c2nc(N3CCNCC3)cc3ccccc23)cc1,1.0,,
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,1.0,,
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,,
OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1.0,,
NC(=O)NC(=O)Cc1ccccc1,1.0,,
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,1.0,,
CCC(C(=O)NC(N)=O)c1ccccc1,1.0,,
CC1NCCOC1c1ccccc1,1.0,,
CN1C(=O)CC(c2ccccc2)C1=O,1.0,,
O=C([O-])c1ccccc1Oc1ccccc1,1.0,,
O=C(c1ccccn1)N1CCN(Cc2ccccc2)CC1,1.0,,
CCC[C@]1(c2cccc(O)c2)CCN(C)C[C@@H]1C,1.0,,
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,1.0,,
CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1,1.0,,
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1.0,,
CCc1c(C)[nH]c2c1C(=O)[C@@H]1CN(C)CC[C@H]1C2,1.0,,
NC(=O)CN1CCCC1=O,1.0,,
CN(C)CCC1(C)OCCC2=C1c1ccccc1C2,1.0,,
Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O,1.0,,
Cc1ccc2c(c1)c1c3n2CCNC3CCC1.[Cl-].[H+],1.0,,
CC(C)(C)C(=O)NCCCC(=O)O,1.0,,
CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,1.0,,
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,1.0,,
CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1.0,,
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,,
CC(C)C[C@H](CN)CC(=O)O,1.0,,
CC(=O)C1CCC2C3CC=C4CC(OC(=O)CCC(=O)O)CCC4(C)C3CCC12C,1.0,,
CCN1CCC(=C(c2ccccc2)c2ccccc2)C1.[Cl-].[H+],1.0,,
CNNCc1ccc(C(=O)NC(C)C)cc1,1.0,,
CCC(OC(N)=O)C1CCCCC1,1.0,,
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,1.0,,
CCCC(Cc1ccccc1)N1CCCC1,1.0,,
CC(C)C1(C(C)C)OCC(CO)O1,1.0,,
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,1.0,,
[CH2-][CH-]C,1.0,,
CC(CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,1.0,,
CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1.0,,
CN(C)CCC=C1c2ccccc2Sc2ccccc21,1.0,,
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,1.0,,
Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1CCOC3,1.0,,
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,1.0,,
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,1.0,,
c1ccc2oc(-c3ccncc3)cc2c1,1.0,,
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1.0,,
CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12,1.0,,
CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,1.0,,
CN(C)CCOC1(Cc2ccccc2)CC2CCC1(C)C2(C)C,1.0,,
C#CCN[C@@H]1CCc2ccccc21,1.0,,
O=C1COC(N2CCN=C(c3ccccc3Cl)c3cc(Cl)ccc32)=N1,1.0,,
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,1.0,,
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,1.0,,
CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1.0,,
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,1.0,,
CN1[C@H]2CC[C@@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,1.0,,
CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,1.0,,
CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1,1.0,,
CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,1.0,,
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1.0,,
CC(C)OCC(COC(C)C)OCn1cnc2cnc(N)nc21,1.0,,
O=C1CCN=C2CC(c3ccccc3)CN12,1.0,,
CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.0,,
O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,1.0,,
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,1.0,,
Fc1cccc(Br)c1NC1=NCCN1,1.0,,
CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,1.0,,
CON=C(C#N)C1CN2CCC1CC2,1.0,,
OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.0,,
NC(=O)c1ccccc1O,1.0,,
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,1.0,,
CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,1.0,,
N#Cc1ccc2c(c1)C1=C(CCN(CC3CCCC3)CC1)c1ccccc1O2,1.0,,
C#CCN(C)[C@H](C)Cc1ccccc1,1.0,,
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,1.0,,
CN1CCC2=C(C1)c1ccccc1Cc1ccccc12,1.0,,
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,1.0,,
CN1CCN(c2ccccc2Cc2ccccc2)CC1,1.0,,
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1.0,,
Cc1cc(NC(=O)c2c(C)cccc2C)no1,1.0,,
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,1.0,,
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,1.0,,
C/C(=C/CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,1.0,,
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,1.0,,
NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1,1.0,,
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.0,,
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,1.0,,
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,1.0,,
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,1.0,,
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,1.0,,
CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,1.0,,
CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,1.0,,
CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O,1.0,,
Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O,1.0,,
CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21,1.0,,
CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C,1.0,,
O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.0,,
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1.0,,
OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,,
O=C1NCCNC1c1cccs1,1.0,,
CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,1.0,,
CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,1.0,,
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1.0,,
CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,1.0,,
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,,
CN(C)C1=NC(=O)C(c2ccccc2)O1,1.0,,
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1.0,,
Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,1.0,,
S=C1NCCC(COc2ccccc2)O1,1.0,,
CN1CCN2c3cc(F)ccc3C(c3cccs3)=NCC2C1,1.0,,
N=C1SCCN1c1ccc(Cl)cc1N,1.0,,
CSC(=O)C1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,1.0,,
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1.0,,
CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21,1.0,,
CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,1.0,,
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,1.0,,
COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,1.0,,
CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,1.0,,
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CS,1.0,,
CC(C)(C)C(=O)SCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,,
Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,1.0,,
Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1,1.0,,
CCC1(O)CCN2CCc3ccc(C)cc3C2C1,1.0,,
Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1,1.0,,
